time_stamp, average time, incremental time, search time,fov check time, total time, alpha_bal, alpha_del
885.79928711,0.00545170,0.00023252,0.00000153,1165.00000000,0.00253999,0.000000,0.000000
885.89993437,0.00555397,0.00151049,0.00000128,1160.00000000,0.01209922,0.000000,0.000000
885.99977745,0.00551298,0.00027322,0.00000178,1155.00000000,0.00284886,0.000000,0.000000
886.09962163,0.00546623,0.00019978,0.00000182,1167.00000000,0.00238062,0.000000,0.000000
886.19946733,0.00542345,0.00024664,0.00000212,1171.00000000,0.00255721,0.000000,0.000000
886.29931925,0.00537659,0.00017330,0.00000183,1182.00000000,0.00219016,0.000000,0.000000
886.39997421,0.00533252,0.00023274,0.00000202,1178.00000000,0.00229177,0.000000,0.000000
886.49981005,0.00529849,0.00024789,0.00000156,1174.00000000,0.00291657,0.000000,0.000000
886.59963751,0.00524634,0.00015138,0.00000142,1173.00000000,0.00154310,0.000000,0.000000
886.69947063,0.00520165,0.00014715,0.00000159,1169.00000000,0.00198419,0.000000,0.000000
886.79930451,0.00515296,0.00015808,0.00000149,1172.00000000,0.00159891,0.000000,0.000000
886.89993639,0.00510697,0.00013394,0.00000170,1184.00000000,0.00170315,0.000000,0.000000
886.99977339,0.00506869,0.00016340,0.00000333,1193.00000000,0.00219781,0.000000,0.000000
887.09961635,0.00502285,0.00014493,0.00000185,1194.00000000,0.00153958,0.000000,0.000000
887.19945185,0.00496935,0.00005320,0.00000159,1182.00000000,0.00084908,0.000000,0.000000
887.29929235,0.00491468,0.00004309,0.00000146,1184.00000000,0.00065120,0.000000,0.000000
887.39994233,0.00486930,0.00003439,0.00000220,1193.00000000,0.00128351,0.000000,0.000000
887.49978369,0.00481597,0.00003021,0.00000150,1194.00000000,0.00054958,0.000000,0.000000
887.59962701,0.00476281,0.00001409,0.00000150,1194.00000000,0.00045710,0.000000,0.000000
887.69946625,0.00471479,0.00002057,0.00000302,1194.00000000,0.00077729,0.000000,0.000000
887.79929249,0.00466719,0.00001756,0.00000209,1194.00000000,0.00071609,0.000000,0.000000
887.89992463,0.00462037,0.00001138,0.00000220,1196.00000000,0.00068735,0.000000,0.000000
887.99974583,0.00459542,0.00001081,0.00000200,1196.00000000,0.00247474,0.000000,0.000000
888.09960021,0.00456150,0.00000794,0.00000184,1197.00000000,0.00164497,0.000000,0.000000
888.19944101,0.00451526,0.00003905,0.00000289,1198.00000000,0.00049230,0.000000,0.000000
888.29967697,0.00446977,0.00003226,0.00000224,1205.00000000,0.00046655,0.000000,0.000000
888.39953451,0.00442947,0.00000854,0.00000308,1212.00000000,0.00084238,0.000000,0.000000
888.49936789,0.00438851,0.00012029,0.00000369,1216.00000000,0.00070240,0.000000,0.000000
888.59960799,0.00434702,0.00002456,0.00000381,1211.00000000,0.00057186,0.000000,0.000000
888.69944787,0.00431250,0.00018783,0.00000161,1214.00000000,0.00113657,0.000000,0.000000
888.79928697,0.00427574,0.00012614,0.00000161,1213.00000000,0.00085722,0.000000,0.000000
888.89992013,0.00424137,0.00017514,0.00000136,1233.00000000,0.00101004,0.000000,0.000000
888.99976721,0.00420218,0.00001821,0.00000205,1249.00000000,0.00047905,0.000000,0.000000
889.09960211,0.00416876,0.00009693,0.00000328,1254.00000000,0.00096080,0.000000,0.000000
889.19945859,0.00413813,0.00010920,0.00000143,1260.00000000,0.00116670,0.000000,0.000000
889.29929700,0.00411501,0.00033904,0.00000136,1279.00000000,0.00184913,0.000000,0.000000
889.39992638,0.00408073,0.00004952,0.00000151,1296.00000000,0.00068754,0.000000,0.000000
889.49977632,0.00405876,0.00045529,0.00000142,1311.00000000,0.00186175,0.000000,0.000000
889.59961758,0.00402852,0.00009454,0.00000180,1247.00000000,0.00097354,0.000000,0.000000
889.69946936,0.00400117,0.00027476,0.00000144,1264.00000000,0.00121152,0.000000,0.000000
889.79931214,0.00398895,0.00099468,0.00000199,1312.00000000,0.00273028,0.000000,0.000000
889.89996220,0.00397724,0.00122399,0.00000151,1377.00000000,0.00276002,0.000000,0.000000
889.99980778,0.00395786,0.00054910,0.00000146,1406.00000000,0.00192241,0.000000,0.000000
890.09965036,0.00395735,0.00124838,0.00000135,1511.00000000,0.00390317,0.000000,0.000000
890.19948228,0.00398534,0.00089831,0.00000127,1654.00000000,0.00698025,0.000000,0.000000
890.29931621,0.00397409,0.00056880,0.00000159,1709.00000000,0.00275905,0.000000,0.000000
890.39996027,0.00396292,0.00066651,0.00000161,1825.00000000,0.00274626,0.000000,0.000000
890.49980157,0.00396687,0.00048245,0.00000343,1907.00000000,0.00440148,0.000000,0.000000
890.59963141,0.00396729,0.00114878,0.00000223,2043.00000000,0.00401400,0.000000,0.000000
890.69946041,0.00396638,0.00097116,0.00000157,2149.00000000,0.00386344,0.000000,0.000000
890.79929397,0.00396463,0.00072490,0.00000182,2225.00000000,0.00376700,0.000000,0.000000
890.89993287,0.00397900,0.00186838,0.00000262,2279.00000000,0.00561706,0.000000,0.000000
890.99977477,0.00397923,0.00073507,0.00000187,2353.00000000,0.00400576,0.000000,0.000000
891.09962183,0.00398182,0.00058491,0.00000162,2402.00000000,0.00428313,0.000000,0.000000
891.19944931,0.00400982,0.00207149,0.00000242,2475.00000000,0.00728519,0.000000,0.000000
891.29929734,0.00402612,0.00109140,0.00000192,2452.00000000,0.00594924,0.000000,0.000000
891.39993914,0.00403117,0.00067760,0.00000167,2508.00000000,0.00463309,0.000000,0.000000
891.49977332,0.00404247,0.00105180,0.00000184,2559.00000000,0.00539763,0.000000,0.000000
891.59960950,0.00404950,0.00081108,0.00000220,2621.00000000,0.00490051,0.000000,0.000000
891.69944200,0.00405830,0.00091710,0.00000176,2597.00000000,0.00513199,0.000000,0.000000
891.79929310,0.00406322,0.00073118,0.00000190,2606.00000000,0.00466761,0.000000,0.000000
891.89993212,0.00409708,0.00057233,0.00000242,2537.00000000,0.00829622,0.000000,0.000000
891.99977970,0.00409381,0.00061069,0.00000159,2560.00000000,0.00368484,0.000000,0.000000
892.09961372,0.00409805,0.00062119,0.00000187,2622.00000000,0.00463249,0.000000,0.000000
892.19944368,0.00411029,0.00093945,0.00000196,2644.00000000,0.00566530,0.000000,0.000000
892.29928885,0.00410910,0.00051041,0.00000164,2643.00000000,0.00395620,0.000000,0.000000
892.39993587,0.00412116,0.00120176,0.00000243,2666.00000000,0.00567674,0.000000,0.000000
892.49978805,0.00412350,0.00056670,0.00000164,2622.00000000,0.00442817,0.000000,0.000000
892.59963865,0.00412969,0.00055812,0.00000231,2654.00000000,0.00494073,0.000000,0.000000
892.69947909,0.00413859,0.00082858,0.00000210,2659.00000000,0.00531327,0.000000,0.000000
892.79930659,0.00415053,0.00137796,0.00000165,2673.00000000,0.00573813,0.000000,0.000000
892.89993909,0.00415028,0.00053754,0.00000172,2687.00000000,0.00411768,0.000000,0.000000
892.99978705,0.00416020,0.00095265,0.00000204,2687.00000000,0.00549913,0.000000,0.000000
893.09963623,0.00417691,0.00121911,0.00000261,2690.00000000,0.00644897,0.000000,0.000000
893.19949539,0.00417697,0.00055228,0.00000175,2683.00000000,0.00418597,0.000000,0.000000
893.29934184,0.00418883,0.00096303,0.00000172,2707.00000000,0.00582491,0.000000,0.000000
893.39997400,0.00420241,0.00101300,0.00000220,2719.00000000,0.00609039,0.000000,0.000000
893.49981218,0.00420425,0.00059604,0.00000179,2741.00000000,0.00446208,0.000000,0.000000
893.59964512,0.00421032,0.00085736,0.00000173,2752.00000000,0.00506608,0.000000,0.000000
893.69949568,0.00421092,0.00076090,0.00000185,2763.00000000,0.00429561,0.000000,0.000000
893.79934380,0.00421171,0.00049862,0.00000166,2786.00000000,0.00432397,0.000000,0.000000
893.89998538,0.00420539,0.00051735,0.00000153,2809.00000000,0.00329657,0.000000,0.000000
893.99982574,0.00419983,0.00050792,0.00000147,2817.00000000,0.00339366,0.000000,0.000000
894.09966786,0.00419513,0.00050682,0.00000160,2802.00000000,0.00350841,0.000000,0.000000
894.19951530,0.00421771,0.00108439,0.00000311,2796.00000000,0.00753728,0.000000,0.000000
894.29935976,0.00423052,0.00065642,0.00000212,2785.00000000,0.00612656,0.000000,0.000000
894.39998826,0.00422916,0.00048054,0.00000166,2799.00000000,0.00402636,0.000000,0.000000
894.49983036,0.00422543,0.00045401,0.00000153,2796.00000000,0.00366509,0.000000,0.000000
894.59967288,0.00422693,0.00049996,0.00000185,2804.00000000,0.00445401,0.000000,0.000000
894.69951512,0.00423645,0.00071803,0.00000243,2815.00000000,0.00568324,0.000000,0.000000
894.79934244,0.00423657,0.00043877,0.00000179,2833.00000000,0.00425555,0.000000,0.000000
894.89999630,0.00422770,0.00038587,0.00000151,2824.00000000,0.00286131,0.000000,0.000000
894.99981930,0.00422928,0.00048506,0.00000230,2842.00000000,0.00447367,0.000000,0.000000
895.09965886,0.00422767,0.00052089,0.00000193,2856.00000000,0.00397724,0.000000,0.000000
895.19949690,0.00422294,0.00048070,0.00000169,2854.00000000,0.00347928,0.000000,0.000000
895.29932773,0.00422291,0.00060384,0.00000175,2871.00000000,0.00421817,0.000000,0.000000
895.39997011,0.00422702,0.00098648,0.00000194,2864.00000000,0.00488098,0.000000,0.000000
895.49980021,0.00421778,0.00038063,0.00000151,2871.00000000,0.00273979,0.000000,0.000000
895.59964131,0.00420907,0.00041614,0.00000149,2883.00000000,0.00280659,0.000000,0.000000
895.69947457,0.00420316,0.00036206,0.00000169,2865.00000000,0.00324574,0.000000,0.000000
895.79932217,0.00422140,0.00076140,0.00000218,2878.00000000,0.00719454,0.000000,0.000000
895.89996283,0.00424593,0.00060239,0.00000443,2820.00000000,0.00826881,0.000000,0.000000
895.99979253,0.00423672,0.00033379,0.00000150,2836.00000000,0.00271640,0.000000,0.000000
896.09962753,0.00423095,0.00042477,0.00000190,2852.00000000,0.00327381,0.000000,0.000000
896.19947091,0.00422277,0.00040531,0.00000174,2883.00000000,0.00285687,0.000000,0.000000
896.29930944,0.00422640,0.00083532,0.00000261,2887.00000000,0.00483664,0.000000,0.000000
896.39995006,0.00422351,0.00043179,0.00000218,2879.00000000,0.00373466,0.000000,0.000000
896.49979664,0.00421893,0.00049572,0.00000212,2846.00000000,0.00344054,0.000000,0.000000
896.59962194,0.00421837,0.00056177,0.00000265,2858.00000000,0.00412229,0.000000,0.000000
896.69945880,0.00421807,0.00054820,0.00000189,2874.00000000,0.00416725,0.000000,0.000000
896.79930036,0.00420898,0.00031205,0.00000169,2882.00000000,0.00263520,0.000000,0.000000
896.89993276,0.00423368,0.00048866,0.00000573,2883.00000000,0.00853214,0.000000,0.000000
896.99977268,0.00422453,0.00035545,0.00000172,2893.00000000,0.00262280,0.000000,0.000000
897.09961840,0.00422066,0.00048688,0.00000174,2893.00000000,0.00353965,0.000000,0.000000
897.19945466,0.00421448,0.00031438,0.00000182,2910.00000000,0.00312127,0.000000,0.000000
897.29929365,0.00420650,0.00029187,0.00000167,2929.00000000,0.00278471,0.000000,0.000000
897.39993371,0.00419859,0.00030736,0.00000170,2936.00000000,0.00278402,0.000000,0.000000
897.49977295,0.00420034,0.00111606,0.00000176,2933.00000000,0.00451481,0.000000,0.000000
897.59959895,0.00419165,0.00029646,0.00000176,2941.00000000,0.00261801,0.000000,0.000000
897.69942299,0.00418226,0.00027397,0.00000181,2942.00000000,0.00247502,0.000000,0.000000
897.79965567,0.00417118,0.00026796,0.00000156,2951.00000000,0.00214321,0.000000,0.000000
897.89950151,0.00416135,0.00030463,0.00000169,2959.00000000,0.00235269,0.000000,0.000000
897.99933115,0.00415096,0.00026747,0.00000171,2959.00000000,0.00222729,0.000000,0.000000
898.09997817,0.00414528,0.00044988,0.00000168,2964.00000000,0.00308883,0.000000,0.000000
898.19982903,0.00414586,0.00036691,0.00000221,2973.00000000,0.00425518,0.000000,0.000000
898.29966649,0.00414124,0.00056337,0.00000209,2966.00000000,0.00327206,0.000000,0.000000
898.39950545,0.00413044,0.00023084,0.00000183,2979.00000000,0.00209044,0.000000,0.000000
898.49934675,0.00411937,0.00028952,0.00000185,2982.00000000,0.00201470,0.000000,0.000000
898.59997331,0.00411308,0.00093940,0.00000200,2983.00000000,0.00291337,0.000000,0.000000
898.69981325,0.00410080,0.00024736,0.00000208,2994.00000000,0.00174221,0.000000,0.000000
898.79965243,0.00409051,0.00030096,0.00000212,3009.00000000,0.00210457,0.000000,0.000000
898.89949789,0.00407748,0.00019639,0.00000195,3018.00000000,0.00154909,0.000000,0.000000
898.99934677,0.00406505,0.00019867,0.00000213,3013.00000000,0.00164095,0.000000,0.000000
899.09998531,0.00405046,0.00016230,0.00000158,2863.00000000,0.00119238,0.000000,0.000000
899.19982471,0.00404062,0.00032150,0.00000261,2880.00000000,0.00210039,0.000000,0.000000
899.29966817,0.00403150,0.00072407,0.00000199,2896.00000000,0.00222751,0.000000,0.000000
899.39951395,0.00401737,0.00012652,0.00000181,2837.00000000,0.00120546,0.000000,0.000000
899.49934830,0.00400563,0.00024243,0.00000228,2848.00000000,0.00165711,0.000000,0.000000
899.59999285,0.00399250,0.00020057,0.00000183,2868.00000000,0.00135269,0.000000,0.000000
899.69981599,0.00397823,0.00015747,0.00000211,2872.00000000,0.00109566,0.000000,0.000000
899.79966498,0.00396235,0.00008944,0.00000183,2890.00000000,0.00073964,0.000000,0.000000
899.89951030,0.00394763,0.00011877,0.00000219,2887.00000000,0.00094392,0.000000,0.000000
899.99934195,0.00396424,0.00010228,0.00000549,2886.00000000,0.00737051,0.000000,0.000000
900.09997072,0.00394672,0.00001536,0.00000277,2891.00000000,0.00033566,0.000000,0.000000
