time_stamp, average time, incremental time, search time,fov check time, total time, alpha_bal, alpha_del
882.79999417,0.00678027,0.00056660,0.00000156,1042.00000000,0.00394545,0.000000,0.000000
882.89982437,0.00671135,0.00047992,0.00000155,1016.00000000,0.00436800,0.000000,0.000000
882.99968385,0.00662418,0.00047993,0.00000142,1080.00000000,0.00357327,0.000000,0.000000
883.09952331,0.00655735,0.00055451,0.00000157,1102.00000000,0.00415162,0.000000,0.000000
883.19937021,0.00646787,0.00044622,0.00000133,1047.00000000,0.00315717,0.000000,0.000000
883.29962143,0.00641237,0.00067594,0.00000148,1086.00000000,0.00430302,0.000000,0.000000
883.39946437,0.00636446,0.00072563,0.00000153,1127.00000000,0.00449604,0.000000,0.000000
883.49929817,0.00628319,0.00040799,0.00000139,1124.00000000,0.00303241,0.000000,0.000000
883.59995087,0.00623594,0.00060949,0.00000181,1107.00000000,0.00429890,0.000000,0.000000
883.69980571,0.00618313,0.00038372,0.00000214,1129.00000000,0.00396489,0.000000,0.000000
883.79963663,0.00613472,0.00053610,0.00000187,1134.00000000,0.00405313,0.000000,0.000000
883.89947215,0.00605237,0.00035087,0.00000129,1102.00000000,0.00242921,0.000000,0.000000
883.99930769,0.00609366,0.00048777,0.00000232,1131.00000000,0.00795134,0.000000,0.000000
884.09996337,0.00602151,0.00039194,0.00000139,1145.00000000,0.00270282,0.000000,0.000000
884.19980831,0.00599209,0.00042750,0.00000185,1122.00000000,0.00460930,0.000000,0.000000
884.29964766,0.00595212,0.00046029,0.00000166,1117.00000000,0.00403353,0.000000,0.000000
884.39950344,0.00595849,0.00122235,0.00000254,1126.00000000,0.00627054,0.000000,0.000000
884.49934898,0.00592524,0.00056513,0.00000169,1150.00000000,0.00426276,0.000000,0.000000
884.59999136,0.00589929,0.00035274,0.00000136,1141.00000000,0.00457618,0.000000,0.000000
884.69983650,0.00593037,0.00200185,0.00000204,1154.00000000,0.00754620,0.000000,0.000000
884.79967878,0.00588847,0.00043430,0.00000168,1098.00000000,0.00366779,0.000000,0.000000
884.89951290,0.00582608,0.00034548,0.00000137,1125.00000000,0.00245736,0.000000,0.000000
884.99935486,0.00577183,0.00052225,0.00000141,1125.00000000,0.00278798,0.000000,0.000000
885.09999024,0.00571196,0.00030435,0.00000138,1126.00000000,0.00235889,0.000000,0.000000
885.19983968,0.00569401,0.00036534,0.00000156,1146.00000000,0.00467112,0.000000,0.000000
885.29968629,0.00566414,0.00071627,0.00000200,1151.00000000,0.00393144,0.000000,0.000000
885.39952567,0.00563758,0.00044781,0.00000178,1147.00000000,0.00407064,0.000000,0.000000
885.49935861,0.00558783,0.00026350,0.00000157,1148.00000000,0.00260312,0.000000,0.000000
885.59960805,0.00554245,0.00043610,0.00000177,1163.00000000,0.00277375,0.000000,0.000000
885.69943963,0.00549792,0.00032655,0.00000171,1177.00000000,0.00273709,0.000000,0.000000
